toolName,famille,discipline,total_respondants_discipline,count,fractionOfUse,percentageOfUse
Open Document Writer,autres bureautique (wysiwyg),Sciences sociales et économie,6353,0.5,NaN,NaN
Open Document Writer,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
Open Document Writer,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
Open Document Writer,autres bureautique (wysiwyg),Arts et Lettres,3154,0.5,NaN,NaN
Open Document Writer,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
Texmaker,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,1,NaN,NaN
Texmaker,format/éditeur apparenté à TeX,Sciences de la vie,5162,0.5,NaN,NaN
Texmaker,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
Texmaker,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
Texmaker,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
Kile,,Sciences sociales et économie,6353,0,NaN,NaN
Kile,,Sciences de la vie,5162,0,NaN,NaN
Kile,,Médecine,3803,0,NaN,NaN
Kile,,Arts et Lettres,3154,0,NaN,NaN
Kile,,Droit,505,0,NaN,NaN
FreeMind,,Sciences sociales et économie,6353,0.5,NaN,NaN
FreeMind,,Sciences de la vie,5162,0,NaN,NaN
FreeMind,,Médecine,3803,0.5,NaN,NaN
FreeMind,,Arts et Lettres,3154,0,NaN,NaN
FreeMind,,Droit,505,0,NaN,NaN
Mellel,,Sciences sociales et économie,6353,4,NaN,NaN
Mellel,,Sciences de la vie,5162,1,NaN,NaN
Mellel,,Médecine,3803,3,NaN,NaN
Mellel,,Arts et Lettres,3154,3,NaN,NaN
Mellel,,Droit,505,0,NaN,NaN
cms,,Sciences sociales et économie,6353,0.5,NaN,NaN
cms,,Sciences de la vie,5162,0,NaN,NaN
cms,,Médecine,3803,0,NaN,NaN
cms,,Arts et Lettres,3154,0,NaN,NaN
cms,,Droit,505,0,NaN,NaN
Typora,,Sciences sociales et économie,6353,1,NaN,NaN
Typora,,Sciences de la vie,5162,0,NaN,NaN
Typora,,Médecine,3803,0,NaN,NaN
Typora,,Arts et Lettres,3154,0,NaN,NaN
Typora,,Droit,505,0,NaN,NaN
MS SkyDrive,,Sciences sociales et économie,6353,0,NaN,NaN
MS SkyDrive,,Sciences de la vie,5162,0,NaN,NaN
MS SkyDrive,,Médecine,3803,0,NaN,NaN
MS SkyDrive,,Arts et Lettres,3154,0,NaN,NaN
MS SkyDrive,,Droit,505,0,NaN,NaN
OpenCloud,,Sciences sociales et économie,6353,0,NaN,NaN
OpenCloud,,Sciences de la vie,5162,0.5,NaN,NaN
OpenCloud,,Médecine,3803,0,NaN,NaN
OpenCloud,,Arts et Lettres,3154,0,NaN,NaN
OpenCloud,,Droit,505,0,NaN,NaN
Notes,,Sciences sociales et économie,6353,1,NaN,NaN
Notes,,Sciences de la vie,5162,0,NaN,NaN
Notes,,Médecine,3803,0,NaN,NaN
Notes,,Arts et Lettres,3154,1,NaN,NaN
Notes,,Droit,505,0,NaN,NaN
Medium,autres bureautique (wysiwyg),Sciences sociales et économie,6353,0,NaN,NaN
Medium,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
Medium,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
Medium,autres bureautique (wysiwyg),Arts et Lettres,3154,1,NaN,NaN
Medium,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
Letterspace,,Sciences sociales et économie,6353,0,NaN,NaN
Letterspace,,Sciences de la vie,5162,0,NaN,NaN
Letterspace,,Médecine,3803,0,NaN,NaN
Letterspace,,Arts et Lettres,3154,1,NaN,NaN
Letterspace,,Droit,505,0,NaN,NaN
ChemDraw,,Sciences sociales et économie,6353,0,NaN,NaN
ChemDraw,,Sciences de la vie,5162,0.8333333333333333,NaN,NaN
ChemDraw,,Médecine,3803,0.3333333333333333,NaN,NaN
ChemDraw,,Arts et Lettres,3154,0,NaN,NaN
ChemDraw,,Droit,505,0,NaN,NaN
Telekom Mediencenter,,Sciences sociales et économie,6353,0,NaN,NaN
Telekom Mediencenter,,Sciences de la vie,5162,1,NaN,NaN
Telekom Mediencenter,,Médecine,3803,0,NaN,NaN
Telekom Mediencenter,,Arts et Lettres,3154,0,NaN,NaN
Telekom Mediencenter,,Droit,505,0,NaN,NaN
Quip,,Sciences sociales et économie,6353,1,NaN,NaN
Quip,,Sciences de la vie,5162,0,NaN,NaN
Quip,,Médecine,3803,0,NaN,NaN
Quip,,Arts et Lettres,3154,0.5,NaN,NaN
Quip,,Droit,505,0,NaN,NaN
Finale (notation software),,Sciences sociales et économie,6353,0,NaN,NaN
Finale (notation software),,Sciences de la vie,5162,0,NaN,NaN
Finale (notation software),,Médecine,3803,0,NaN,NaN
Finale (notation software),,Arts et Lettres,3154,1,NaN,NaN
Finale (notation software),,Droit,505,0,NaN,NaN
word processing,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
word processing,balisage et texte brut,Sciences de la vie,5162,1,NaN,NaN
word processing,balisage et texte brut,Médecine,3803,0,NaN,NaN
word processing,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
word processing,balisage et texte brut,Droit,505,0,NaN,NaN
Tinderbox,,Sciences sociales et économie,6353,0.5333333333333333,NaN,NaN
Tinderbox,,Sciences de la vie,5162,0,NaN,NaN
Tinderbox,,Médecine,3803,0,NaN,NaN
Tinderbox,,Arts et Lettres,3154,1.5333333333333332,NaN,NaN
Tinderbox,,Droit,505,0.2,NaN,NaN
StackEdit,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
StackEdit,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
StackEdit,balisage et texte brut,Médecine,3803,0,NaN,NaN
StackEdit,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
StackEdit,balisage et texte brut,Droit,505,0,NaN,NaN
text,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
text,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
text,balisage et texte brut,Médecine,3803,0,NaN,NaN
text,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
text,balisage et texte brut,Droit,505,0,NaN,NaN
CyberLeninka,,Sciences sociales et économie,6353,0,NaN,NaN
CyberLeninka,,Sciences de la vie,5162,0,NaN,NaN
CyberLeninka,,Médecine,3803,0,NaN,NaN
CyberLeninka,,Arts et Lettres,3154,0,NaN,NaN
CyberLeninka,,Droit,505,0,NaN,NaN
Dragon,,Sciences sociales et économie,6353,1,NaN,NaN
Dragon,,Sciences de la vie,5162,0,NaN,NaN
Dragon,,Médecine,3803,2,NaN,NaN
Dragon,,Arts et Lettres,3154,1,NaN,NaN
Dragon,,Droit,505,0,NaN,NaN
MathCAD,,Sciences sociales et économie,6353,0,NaN,NaN
MathCAD,,Sciences de la vie,5162,0,NaN,NaN
MathCAD,,Médecine,3803,0,NaN,NaN
MathCAD,,Arts et Lettres,3154,0,NaN,NaN
MathCAD,,Droit,505,0,NaN,NaN
ReST,,Sciences sociales et économie,6353,0,NaN,NaN
ReST,,Sciences de la vie,5162,0,NaN,NaN
ReST,,Médecine,3803,0,NaN,NaN
ReST,,Arts et Lettres,3154,0,NaN,NaN
ReST,,Droit,505,0,NaN,NaN
San FranciscoEdit,,Sciences sociales et économie,6353,0,NaN,NaN
San FranciscoEdit,,Sciences de la vie,5162,0,NaN,NaN
San FranciscoEdit,,Médecine,3803,1,NaN,NaN
San FranciscoEdit,,Arts et Lettres,3154,0,NaN,NaN
San FranciscoEdit,,Droit,505,0,NaN,NaN
DevonThink,,Sciences sociales et économie,6353,0,NaN,NaN
DevonThink,,Sciences de la vie,5162,0,NaN,NaN
DevonThink,,Médecine,3803,0,NaN,NaN
DevonThink,,Arts et Lettres,3154,2,NaN,NaN
DevonThink,,Droit,505,0,NaN,NaN
Visio,,Sciences sociales et économie,6353,0,NaN,NaN
Visio,,Sciences de la vie,5162,1,NaN,NaN
Visio,,Médecine,3803,0,NaN,NaN
Visio,,Arts et Lettres,3154,1,NaN,NaN
Visio,,Droit,505,0,NaN,NaN
SigmaPlot,,Sciences sociales et économie,6353,0,NaN,NaN
SigmaPlot,,Sciences de la vie,5162,3,NaN,NaN
SigmaPlot,,Médecine,3803,0,NaN,NaN
SigmaPlot,,Arts et Lettres,3154,0,NaN,NaN
SigmaPlot,,Droit,505,0,NaN,NaN
Redmine Wiki,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
Redmine Wiki,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Redmine Wiki,balisage et texte brut,Médecine,3803,0,NaN,NaN
Redmine Wiki,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Redmine Wiki,balisage et texte brut,Droit,505,0,NaN,NaN
Deckset,,Sciences sociales et économie,6353,0,NaN,NaN
Deckset,,Sciences de la vie,5162,0,NaN,NaN
Deckset,,Médecine,3803,0,NaN,NaN
Deckset,,Arts et Lettres,3154,1,NaN,NaN
Deckset,,Droit,505,0,NaN,NaN
Matlab,,Sciences sociales et économie,6353,0,NaN,NaN
Matlab,,Sciences de la vie,5162,0,NaN,NaN
Matlab,,Médecine,3803,0,NaN,NaN
Matlab,,Arts et Lettres,3154,0,NaN,NaN
Matlab,,Droit,505,0,NaN,NaN
Ilias,,Sciences sociales et économie,6353,0,NaN,NaN
Ilias,,Sciences de la vie,5162,0,NaN,NaN
Ilias,,Médecine,3803,1,NaN,NaN
Ilias,,Arts et Lettres,3154,0,NaN,NaN
Ilias,,Droit,505,0,NaN,NaN
Penflip,,Sciences sociales et économie,6353,0,NaN,NaN
Penflip,,Sciences de la vie,5162,0,NaN,NaN
Penflip,,Médecine,3803,0,NaN,NaN
Penflip,,Arts et Lettres,3154,1,NaN,NaN
Penflip,,Droit,505,0,NaN,NaN
manuals/guidelines,,Sciences sociales et économie,6353,0,NaN,NaN
manuals/guidelines,,Sciences de la vie,5162,0,NaN,NaN
manuals/guidelines,,Médecine,3803,1,NaN,NaN
manuals/guidelines,,Arts et Lettres,3154,0,NaN,NaN
manuals/guidelines,,Droit,505,0,NaN,NaN
monographs and articles,,Sciences sociales et économie,6353,0,NaN,NaN
monographs and articles,,Sciences de la vie,5162,0,NaN,NaN
monographs and articles,,Médecine,3803,1,NaN,NaN
monographs and articles,,Arts et Lettres,3154,0,NaN,NaN
monographs and articles,,Droit,505,0,NaN,NaN
MS Visio,autre,Sciences sociales et économie,6353,0.5,NaN,NaN
MS Visio,autre,Sciences de la vie,5162,0,NaN,NaN
MS Visio,autre,Médecine,3803,0,NaN,NaN
MS Visio,autre,Arts et Lettres,3154,0,NaN,NaN
MS Visio,autre,Droit,505,0,NaN,NaN
yWriter,autres bureautique (wysiwyg),Sciences sociales et économie,6353,0,NaN,NaN
yWriter,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
yWriter,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
yWriter,autres bureautique (wysiwyg),Arts et Lettres,3154,1,NaN,NaN
yWriter,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
Mindjet,,Sciences sociales et économie,6353,1,NaN,NaN
Mindjet,,Sciences de la vie,5162,0,NaN,NaN
Mindjet,,Médecine,3803,0,NaN,NaN
Mindjet,,Arts et Lettres,3154,0,NaN,NaN
Mindjet,,Droit,505,0,NaN,NaN
version management,,Sciences sociales et économie,6353,0.25,NaN,NaN
version management,,Sciences de la vie,5162,0.25,NaN,NaN
version management,,Médecine,3803,0.25,NaN,NaN
version management,,Arts et Lettres,3154,0,NaN,NaN
version management,,Droit,505,0,NaN,NaN
mobile note app,,Sciences sociales et économie,6353,0,NaN,NaN
mobile note app,,Sciences de la vie,5162,0,NaN,NaN
mobile note app,,Médecine,3803,0,NaN,NaN
mobile note app,,Arts et Lettres,3154,2,NaN,NaN
mobile note app,,Droit,505,2,NaN,NaN
MindMaple,,Sciences sociales et économie,6353,0,NaN,NaN
MindMaple,,Sciences de la vie,5162,0,NaN,NaN
MindMaple,,Médecine,3803,0,NaN,NaN
MindMaple,,Arts et Lettres,3154,1,NaN,NaN
MindMaple,,Droit,505,0,NaN,NaN
mapping software,,Sciences sociales et économie,6353,0,NaN,NaN
mapping software,,Sciences de la vie,5162,1,NaN,NaN
mapping software,,Médecine,3803,0,NaN,NaN
mapping software,,Arts et Lettres,3154,0,NaN,NaN
mapping software,,Droit,505,0,NaN,NaN
notebook,,Sciences sociales et économie,6353,0,NaN,NaN
notebook,,Sciences de la vie,5162,0,NaN,NaN
notebook,,Médecine,3803,1,NaN,NaN
notebook,,Arts et Lettres,3154,1,NaN,NaN
notebook,,Droit,505,0,NaN,NaN
CRITICAL,,Sciences sociales et économie,6353,0,NaN,NaN
CRITICAL,,Sciences de la vie,5162,0,NaN,NaN
CRITICAL,,Médecine,3803,0,NaN,NaN
CRITICAL,,Arts et Lettres,3154,0,NaN,NaN
CRITICAL,,Droit,505,0,NaN,NaN
MINEQL+,,Sciences sociales et économie,6353,0,NaN,NaN
MINEQL+,,Sciences de la vie,5162,0,NaN,NaN
MINEQL+,,Médecine,3803,0,NaN,NaN
MINEQL+,,Arts et Lettres,3154,0,NaN,NaN
MINEQL+,,Droit,505,0,NaN,NaN
Scientist,,Sciences sociales et économie,6353,0,NaN,NaN
Scientist,,Sciences de la vie,5162,0.5,NaN,NaN
Scientist,,Médecine,3803,0,NaN,NaN
Scientist,,Arts et Lettres,3154,0,NaN,NaN
Scientist,,Droit,505,0,NaN,NaN
MS Outlook,,Sciences sociales et économie,6353,2,NaN,NaN
MS Outlook,,Sciences de la vie,5162,0,NaN,NaN
MS Outlook,,Médecine,3803,0,NaN,NaN
MS Outlook,,Arts et Lettres,3154,1,NaN,NaN
MS Outlook,,Droit,505,0,NaN,NaN
Zimwiki,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Zimwiki,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Zimwiki,balisage et texte brut,Médecine,3803,0,NaN,NaN
Zimwiki,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Zimwiki,balisage et texte brut,Droit,505,0,NaN,NaN
Jupyter Notebook,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Jupyter Notebook,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Jupyter Notebook,balisage et texte brut,Médecine,3803,0,NaN,NaN
Jupyter Notebook,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Jupyter Notebook,balisage et texte brut,Droit,505,0,NaN,NaN
Marked2,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
Marked2,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Marked2,balisage et texte brut,Médecine,3803,0,NaN,NaN
Marked2,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Marked2,balisage et texte brut,Droit,505,0,NaN,NaN
Basecamp,,Sciences sociales et économie,6353,0,NaN,NaN
Basecamp,,Sciences de la vie,5162,0,NaN,NaN
Basecamp,,Médecine,3803,0,NaN,NaN
Basecamp,,Arts et Lettres,3154,2,NaN,NaN
Basecamp,,Droit,505,0,NaN,NaN
HWP (Hangul / HanWord),,Sciences sociales et économie,6353,1,NaN,NaN
HWP (Hangul / HanWord),,Sciences de la vie,5162,0,NaN,NaN
HWP (Hangul / HanWord),,Médecine,3803,1,NaN,NaN
HWP (Hangul / HanWord),,Arts et Lettres,3154,0,NaN,NaN
HWP (Hangul / HanWord),,Droit,505,0,NaN,NaN
Lotus Word Pro,autres bureautique (wysiwyg),Sciences sociales et économie,6353,1,NaN,NaN
Lotus Word Pro,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
Lotus Word Pro,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
Lotus Word Pro,autres bureautique (wysiwyg),Arts et Lettres,3154,0,NaN,NaN
Lotus Word Pro,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
TexnicCenter,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,0,NaN,NaN
TexnicCenter,format/éditeur apparenté à TeX,Sciences de la vie,5162,0,NaN,NaN
TexnicCenter,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
TexnicCenter,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
TexnicCenter,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
MEPS eidtor,,Sciences sociales et économie,6353,0.5,NaN,NaN
MEPS eidtor,,Sciences de la vie,5162,0,NaN,NaN
MEPS eidtor,,Médecine,3803,0,NaN,NaN
MEPS eidtor,,Arts et Lettres,3154,0.5,NaN,NaN
MEPS eidtor,,Droit,505,0,NaN,NaN
Vi,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
Vi,balisage et texte brut,Sciences de la vie,5162,1,NaN,NaN
Vi,balisage et texte brut,Médecine,3803,0.5,NaN,NaN
Vi,balisage et texte brut,Arts et Lettres,3154,1,NaN,NaN
Vi,balisage et texte brut,Droit,505,0,NaN,NaN
MS Office Online,,Sciences sociales et économie,6353,0,NaN,NaN
MS Office Online,,Sciences de la vie,5162,0,NaN,NaN
MS Office Online,,Médecine,3803,0,NaN,NaN
MS Office Online,,Arts et Lettres,3154,2,NaN,NaN
MS Office Online,,Droit,505,0,NaN,NaN
dbook,,Sciences sociales et économie,6353,0.5,NaN,NaN
dbook,,Sciences de la vie,5162,0,NaN,NaN
dbook,,Médecine,3803,0,NaN,NaN
dbook,,Arts et Lettres,3154,0.5,NaN,NaN
dbook,,Droit,505,0,NaN,NaN
APA (American Psychological Association),,Sciences sociales et économie,6353,0.5,NaN,NaN
APA (American Psychological Association),,Sciences de la vie,5162,0,NaN,NaN
APA (American Psychological Association),,Médecine,3803,0,NaN,NaN
APA (American Psychological Association),,Arts et Lettres,3154,0.5,NaN,NaN
APA (American Psychological Association),,Droit,505,0,NaN,NaN
PyMOL,,Sciences sociales et économie,6353,0,NaN,NaN
PyMOL,,Sciences de la vie,5162,1,NaN,NaN
PyMOL,,Médecine,3803,0,NaN,NaN
PyMOL,,Arts et Lettres,3154,0,NaN,NaN
PyMOL,,Droit,505,0,NaN,NaN
pLabel,,Sciences sociales et économie,6353,0,NaN,NaN
pLabel,,Sciences de la vie,5162,1,NaN,NaN
pLabel,,Médecine,3803,0,NaN,NaN
pLabel,,Arts et Lettres,3154,0,NaN,NaN
pLabel,,Droit,505,0,NaN,NaN
SciDavis,,Sciences sociales et économie,6353,0,NaN,NaN
SciDavis,,Sciences de la vie,5162,1,NaN,NaN
SciDavis,,Médecine,3803,0,NaN,NaN
SciDavis,,Arts et Lettres,3154,0,NaN,NaN
SciDavis,,Droit,505,0,NaN,NaN
iCloud,,Sciences sociales et économie,6353,0,NaN,NaN
iCloud,,Sciences de la vie,5162,1,NaN,NaN
iCloud,,Médecine,3803,0,NaN,NaN
iCloud,,Arts et Lettres,3154,2,NaN,NaN
iCloud,,Droit,505,0,NaN,NaN
Typewriter,,Sciences sociales et économie,6353,0,NaN,NaN
Typewriter,,Sciences de la vie,5162,0,NaN,NaN
Typewriter,,Médecine,3803,0,NaN,NaN
Typewriter,,Arts et Lettres,3154,0.5,NaN,NaN
Typewriter,,Droit,505,0,NaN,NaN
XMind,,Sciences sociales et économie,6353,1,NaN,NaN
XMind,,Sciences de la vie,5162,0,NaN,NaN
XMind,,Médecine,3803,0,NaN,NaN
XMind,,Arts et Lettres,3154,0,NaN,NaN
XMind,,Droit,505,0,NaN,NaN
iPad apps,,Sciences sociales et économie,6353,1,NaN,NaN
iPad apps,,Sciences de la vie,5162,0,NaN,NaN
iPad apps,,Médecine,3803,0,NaN,NaN
iPad apps,,Arts et Lettres,3154,0,NaN,NaN
iPad apps,,Droit,505,0,NaN,NaN
Moo,balisage et texte brut,Sciences sociales et économie,6353,0.5,NaN,NaN
Moo,balisage et texte brut,Sciences de la vie,5162,0.5,NaN,NaN
Moo,balisage et texte brut,Médecine,3803,0,NaN,NaN
Moo,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Moo,balisage et texte brut,Droit,505,0,NaN,NaN
Eclipse,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
Eclipse,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Eclipse,balisage et texte brut,Médecine,3803,0,NaN,NaN
Eclipse,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Eclipse,balisage et texte brut,Droit,505,0,NaN,NaN
TexLipse,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,1,NaN,NaN
TexLipse,format/éditeur apparenté à TeX,Sciences de la vie,5162,0,NaN,NaN
TexLipse,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
TexLipse,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
TexLipse,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
eduPad,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
eduPad,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
eduPad,balisage et texte brut,Médecine,3803,0,NaN,NaN
eduPad,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
eduPad,balisage et texte brut,Droit,505,0,NaN,NaN
DocBook,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
DocBook,balisage et texte brut,Sciences de la vie,5162,0.3333333333333333,NaN,NaN
DocBook,balisage et texte brut,Médecine,3803,0,NaN,NaN
DocBook,balisage et texte brut,Arts et Lettres,3154,0.3333333333333333,NaN,NaN
DocBook,balisage et texte brut,Droit,505,0,NaN,NaN
Writer's Diet,,Sciences sociales et économie,6353,1,NaN,NaN
Writer's Diet,,Sciences de la vie,5162,0,NaN,NaN
Writer's Diet,,Médecine,3803,0,NaN,NaN
Writer's Diet,,Arts et Lettres,3154,0,NaN,NaN
Writer's Diet,,Droit,505,0,NaN,NaN
Wordpad,balisage et texte brut,Sciences sociales et économie,6353,0.5,NaN,NaN
Wordpad,balisage et texte brut,Sciences de la vie,5162,1.5,NaN,NaN
Wordpad,balisage et texte brut,Médecine,3803,0,NaN,NaN
Wordpad,balisage et texte brut,Arts et Lettres,3154,0.5,NaN,NaN
Wordpad,balisage et texte brut,Droit,505,0,NaN,NaN
Hidemaru,,Sciences sociales et économie,6353,0,NaN,NaN
Hidemaru,,Sciences de la vie,5162,0.5,NaN,NaN
Hidemaru,,Médecine,3803,0,NaN,NaN
Hidemaru,,Arts et Lettres,3154,0,NaN,NaN
Hidemaru,,Droit,505,0,NaN,NaN
Cloudstor / Cloudstor+,,Sciences sociales et économie,6353,0,NaN,NaN
Cloudstor / Cloudstor+,,Sciences de la vie,5162,0.5,NaN,NaN
Cloudstor / Cloudstor+,,Médecine,3803,0.5,NaN,NaN
Cloudstor / Cloudstor+,,Arts et Lettres,3154,0,NaN,NaN
Cloudstor / Cloudstor+,,Droit,505,0,NaN,NaN
OoWriter,autres bureautique (wysiwyg),Sciences sociales et économie,6353,0,NaN,NaN
OoWriter,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
OoWriter,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
OoWriter,autres bureautique (wysiwyg),Arts et Lettres,3154,0,NaN,NaN
OoWriter,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
Corel,autre,Sciences sociales et économie,6353,0,NaN,NaN
Corel,autre,Sciences de la vie,5162,0.25,NaN,NaN
Corel,autre,Médecine,3803,0.25,NaN,NaN
Corel,autre,Arts et Lettres,3154,0.5,NaN,NaN
Corel,autre,Droit,505,0,NaN,NaN
TeXshop,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,0,NaN,NaN
TeXshop,format/éditeur apparenté à TeX,Sciences de la vie,5162,0,NaN,NaN
TeXshop,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
TeXshop,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
TeXshop,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
publishers' online workflow apps,,Sciences sociales et économie,6353,0,NaN,NaN
publishers' online workflow apps,,Sciences de la vie,5162,0,NaN,NaN
publishers' online workflow apps,,Médecine,3803,0,NaN,NaN
publishers' online workflow apps,,Arts et Lettres,3154,1,NaN,NaN
publishers' online workflow apps,,Droit,505,0,NaN,NaN
Everwrite,,Sciences sociales et économie,6353,0,NaN,NaN
Everwrite,,Sciences de la vie,5162,0,NaN,NaN
Everwrite,,Médecine,3803,0,NaN,NaN
Everwrite,,Arts et Lettres,3154,0,NaN,NaN
Everwrite,,Droit,505,0,NaN,NaN
iBooks,,Sciences sociales et économie,6353,0,NaN,NaN
iBooks,,Sciences de la vie,5162,0,NaN,NaN
iBooks,,Médecine,3803,0,NaN,NaN
iBooks,,Arts et Lettres,3154,1,NaN,NaN
iBooks,,Droit,505,0,NaN,NaN
WinEdit,,Sciences sociales et économie,6353,0,NaN,NaN
WinEdit,,Sciences de la vie,5162,1,NaN,NaN
WinEdit,,Médecine,3803,0,NaN,NaN
WinEdit,,Arts et Lettres,3154,0,NaN,NaN
WinEdit,,Droit,505,0,NaN,NaN
Notational Velocity,,Sciences sociales et économie,6353,0,NaN,NaN
Notational Velocity,,Sciences de la vie,5162,0,NaN,NaN
Notational Velocity,,Médecine,3803,0,NaN,NaN
Notational Velocity,,Arts et Lettres,3154,0.5,NaN,NaN
Notational Velocity,,Droit,505,0,NaN,NaN
Finding (app),,Sciences sociales et économie,6353,0,NaN,NaN
Finding (app),,Sciences de la vie,5162,0,NaN,NaN
Finding (app),,Médecine,3803,1,NaN,NaN
Finding (app),,Arts et Lettres,3154,0,NaN,NaN
Finding (app),,Droit,505,0,NaN,NaN
Dropbox Paper,autres bureautique (wysiwyg),Sciences sociales et économie,6353,1,NaN,NaN
Dropbox Paper,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
Dropbox Paper,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
Dropbox Paper,autres bureautique (wysiwyg),Arts et Lettres,3154,1,NaN,NaN
Dropbox Paper,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
text files,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
text files,balisage et texte brut,Sciences de la vie,5162,1,NaN,NaN
text files,balisage et texte brut,Médecine,3803,0,NaN,NaN
text files,balisage et texte brut,Arts et Lettres,3154,2,NaN,NaN
text files,balisage et texte brut,Droit,505,0,NaN,NaN
abiword,,Sciences sociales et économie,6353,0,NaN,NaN
abiword,,Sciences de la vie,5162,0,NaN,NaN
abiword,,Médecine,3803,0,NaN,NaN
abiword,,Arts et Lettres,3154,1,NaN,NaN
abiword,,Droit,505,0,NaN,NaN
Scapple,,Sciences sociales et économie,6353,0.3333333333333333,NaN,NaN
Scapple,,Sciences de la vie,5162,1,NaN,NaN
Scapple,,Médecine,3803,0,NaN,NaN
Scapple,,Arts et Lettres,3154,0.3333333333333333,NaN,NaN
Scapple,,Droit,505,0,NaN,NaN
Ashampoo Office,autres bureautique (wysiwyg),Sciences sociales et économie,6353,0,NaN,NaN
Ashampoo Office,autres bureautique (wysiwyg),Sciences de la vie,5162,1,NaN,NaN
Ashampoo Office,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
Ashampoo Office,autres bureautique (wysiwyg),Arts et Lettres,3154,0,NaN,NaN
Ashampoo Office,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
SDL,,Sciences sociales et économie,6353,0,NaN,NaN
SDL,,Sciences de la vie,5162,0,NaN,NaN
SDL,,Médecine,3803,0,NaN,NaN
SDL,,Arts et Lettres,3154,0,NaN,NaN
SDL,,Droit,505,0,NaN,NaN
AutoCAD,,Sciences sociales et économie,6353,0,NaN,NaN
AutoCAD,,Sciences de la vie,5162,0,NaN,NaN
